AMC,Scheme Name,Scheme,Scheme Type,Date,Date
,,,,min,max
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Direct Plan-Dividend,Close Ended Schemes,Income,2014-03-07,2014-04-03
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Direct Plan-Growth,Close Ended Schemes,Income,2014-03-07,2014-04-03
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Regular Plan-Dividend,Close Ended Schemes,Income,2014-03-07,2014-04-03
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Regular Plan-Growth,Close Ended Schemes,Income,2014-03-07,2014-04-03
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Direct Plan-Growth,Close Ended Schemes,Income,2014-03-24,2015-04-06
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Regular Plan-Growth,Close Ended Schemes,Income,2014-03-24,2015-04-06
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2014-03-24,2015-04-06
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2014-03-24,2015-04-06
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Direct Plan-Growth,Close Ended Schemes,Income,2014-03-26,2015-03-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2014-03-26,2015-03-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Regular Plan-Growth,Close Ended Schemes,Income,2014-03-26,2015-03-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2014-03-26,2015-03-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Direct Plan-Growth,Close Ended Schemes,Income,2014-03-31,2015-03-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Regular Plan-Growth,Close Ended Schemes,Income,2014-03-31,2015-03-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series KY (369 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2014-03-31,2015-03-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series LB (368 days) - Direct Plan-Growth,Close Ended Schemes,Income,2014-04-15,2015-04-13
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series LB (368 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2014-04-15,2015-04-13
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series LB (368 days) - Regular Plan-Growth,Close Ended Schemes,Income,2014-04-15,2015-04-13
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series LB (368 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2014-04-15,2015-04-13
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan - Series LB (368 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2014-04-15,2015-04-13
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan Series BV - Growth,Close Ended Schemes,Income,2009-10-01,2012-05-01
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CA-Dividend,Close Ended Schemes,Income,2010-03-10,2011-06-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CA-Growth,Close Ended Schemes,Income,2010-03-10,2011-06-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CB-Dividend,Close Ended Schemes,Income,2010-03-10,2011-09-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CB-Growth,Close Ended Schemes,Income,2010-03-10,2011-09-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CH-Dividend,Close Ended Schemes,Income,2010-11-23,2012-02-21
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CH-Growth,Close Ended Schemes,Income,2010-11-23,2012-02-21
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CK-Dividend,Close Ended Schemes,Income,2011-01-10,2012-01-09
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CK-Growth,Close Ended Schemes,Income,2011-01-10,2012-01-09
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CL-Dividend,Close Ended Schemes,Income,2011-01-17,2012-01-16
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CL-Growth,Close Ended Schemes,Income,2011-01-17,2012-01-16
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CM-Dividend,Close Ended Schemes,Income,2011-01-31,2012-01-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CM-Growth,Close Ended Schemes,Income,2011-01-31,2012-01-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CN - Dividend,Close Ended Schemes,Income,2011-02-08,2012-02-09
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CN - Growth,Close Ended Schemes,Income,2011-02-08,2012-02-09
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series CV-Dividend,Close Ended Schemes,Income,2011-03-24,2012-03-26
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DB-Growth,Close Ended Schemes,Income,2011-05-23,2012-05-21
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DC-Dividend,Close Ended Schemes,Income,2011-06-01,2012-05-31
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DC-Growth,Close Ended Schemes,Income,2011-06-01,2012-05-31
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DD-Dividend,Close Ended Schemes,Income,2011-06-08,2012-06-07
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DD-Growth,Close Ended Schemes,Income,2011-06-08,2012-06-07
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DE-Dividend,Close Ended Schemes,Income,2011-07-13,2012-07-12
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DE-Growth,Close Ended Schemes,Income,2011-07-13,2012-07-12
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DG-Dividend,Close Ended Schemes,Income,2011-08-01,2012-07-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DG-Growth,Close Ended Schemes,Income,2011-08-01,2012-07-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DH-Dividend,Close Ended Schemes,Income,2011-08-03,2012-08-02
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DH-Growth,Close Ended Schemes,Income,2011-08-03,2012-08-02
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DI-Dividend,Close Ended Schemes,Income,2011-08-05,2012-08-06
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DI-Growth,Close Ended Schemes,Income,2011-08-05,2012-08-06
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DJ-Dividend,Close Ended Schemes,Income,2011-08-11,2012-08-13
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DJ-Growth,Close Ended Schemes,Income,2011-08-11,2012-08-13
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DK-Dividend,Close Ended Schemes,Income,2011-08-18,2012-08-21
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DK-Growth,Close Ended Schemes,Income,2011-08-18,2012-08-21
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DL-Dividend,Close Ended Schemes,Income,2011-09-16,2012-09-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DL-Growth,Close Ended Schemes,Income,2011-09-16,2012-09-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DM,Close Ended Schemes,Income,2011-10-03,2012-10-01
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DN-Dividend,Close Ended Schemes,Income,2011-09-29,2012-09-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DN-Growth,Close Ended Schemes,Income,2011-09-29,2012-09-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DO-Dividend,Close Ended Schemes,Income,2011-10-10,2012-10-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DO-Growth,Close Ended Schemes,Income,2011-10-10,2012-10-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DP-Dividend,Close Ended Schemes,Income,2011-09-29,2013-09-26
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DP-Growth,Close Ended Schemes,Income,2011-09-29,2013-09-26
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DQ-Dividend,Close Ended Schemes,Income,2011-10-13,2012-10-15
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DQ-Growth,Close Ended Schemes,Income,2011-10-13,2012-10-15
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DR,Close Ended Schemes,Income,2011-11-03,2012-11-01
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DS-Dividend,Close Ended Schemes,Income,2011-11-03,2012-11-01
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DS-Growth,Close Ended Schemes,Income,2011-11-03,2012-11-01
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DT-Dividend,Close Ended Schemes,Income,2011-11-30,2012-11-29
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DT-Growth,Close Ended Schemes,Income,2011-11-30,2012-11-29
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DU-Dividend,Close Ended Schemes,Income,2011-12-21,2013-06-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DU-Growth,Close Ended Schemes,Income,2011-12-21,2013-06-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DV-Dividend,Close Ended Schemes,Income,2011-12-15,2013-06-11
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DV-Growth,Close Ended Schemes,Income,2011-12-15,2013-06-11
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DW-Dividend,Close Ended Schemes,Income,2011-12-22,2013-12-23
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DW-Growth,Close Ended Schemes,Income,2011-12-22,2013-12-23
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DX-Dividend,Close Ended Schemes,Income,2011-12-16,2012-12-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DX-Growth,Close Ended Schemes,Income,2011-12-16,2012-12-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DY-Dividend,Close Ended Schemes,Income,2011-12-23,2012-12-24
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DY-Growth,Close Ended Schemes,Income,2011-12-23,2012-12-24
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series DZ,Close Ended Schemes,Income,2011-12-30,2012-12-31
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EA-Dividend,Close Ended Schemes,Income,2011-12-29,2012-12-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EA-Growth,Close Ended Schemes,Income,2011-12-29,2012-12-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EB-Dividend,Close Ended Schemes,Income,2012-01-11,2013-01-10
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EB-Growth,Close Ended Schemes,Income,2012-01-11,2013-01-10
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EC-Dividend,Close Ended Schemes,Income,2012-01-20,2013-07-16
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EC-Growth,Close Ended Schemes,Income,2012-01-20,2013-07-16
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series ED-Dividend,Close Ended Schemes,Income,2012-01-13,2014-07-10
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series ED-Growth,Close Ended Schemes,Income,2012-01-13,2014-07-14
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EE-Dividend,Close Ended Schemes,Income,2012-01-18,2013-01-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EE-Growth,Close Ended Schemes,Income,2012-01-18,2013-01-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EF-Dividend,Close Ended Schemes,Income,2012-01-25,2013-01-24
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EF-Growth,Close Ended Schemes,Income,2012-01-25,2013-01-24
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EG-Dividend,Close Ended Schemes,Income,2012-02-01,2013-01-31
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EG-Growth,Close Ended Schemes,Income,2012-02-01,2013-01-31
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EH-Dividend,Close Ended Schemes,Income,2012-02-14,2015-02-11
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EH-Growth,Close Ended Schemes,Income,2012-02-14,2015-02-11
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EI-Dividend,Close Ended Schemes,Income,2012-02-13,2013-02-11
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EI-Growth,Close Ended Schemes,Income,2012-02-13,2013-02-11
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EJ-Dividend,Close Ended Schemes,Income,2012-02-24,2013-08-19
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EJ-Growth,Close Ended Schemes,Income,2012-02-24,2013-08-19
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EK-Dividend,Close Ended Schemes,Income,2012-02-17,2013-02-18
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EK-Growth,Close Ended Schemes,Income,2012-02-17,2013-02-18
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EL-Dividend,Close Ended Schemes,Income,2012-03-02,2013-08-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EL-Growth,Close Ended Schemes,Income,2012-03-02,2013-08-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EM-Dividend,Close Ended Schemes,Income,2012-02-23,2013-02-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EM-Growth,Close Ended Schemes,Income,2012-02-23,2013-02-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EO-Dividend,Close Ended Schemes,Income,2012-03-01,2013-05-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EO-Growth,Close Ended Schemes,Income,2012-03-01,2013-05-30
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EP-Dividend,Close Ended Schemes,Income,2012-02-29,2013-02-28
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EP-Growth,Close Ended Schemes,Income,2012-02-29,2013-02-28
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EQ-Dividend,Close Ended Schemes,Income,2012-03-05,2013-03-04
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EQ-Growth,Close Ended Schemes,Income,2012-03-05,2013-03-04
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series ES-Dividend,Close Ended Schemes,Income,2012-03-07,2013-04-02
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series ES-Growth,Close Ended Schemes,Income,2012-03-07,2013-04-02
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series ET-Dividend,Close Ended Schemes,Income,2012-03-19,2013-04-10
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series ET-Growth,Close Ended Schemes,Income,2012-03-19,2013-04-10
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EU-Dividend,Close Ended Schemes,Income,2012-03-15,2013-03-14
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EU-Growth,Close Ended Schemes,Income,2012-03-15,2013-03-14
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EV-Dividend,Close Ended Schemes,Income,2012-03-15,2013-04-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EV-Growth,Close Ended Schemes,Income,2012-03-15,2013-04-08
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EW-Dividend,Close Ended Schemes,Income,2012-03-22,2013-03-21
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EW-Growth,Close Ended Schemes,Income,2012-03-22,2013-03-21
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EX-Dividend,Close Ended Schemes,Income,2012-03-30,2013-04-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EX-Growth,Close Ended Schemes,Income,2012-03-30,2013-04-17
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EY-Dividend,Close Ended Schemes,Income,2012-03-22,2013-04-15
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EY-Growth,Close Ended Schemes,Income,2012-03-22,2013-04-15
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EZ-Dividend,Close Ended Schemes,Income,2012-03-30,2014-04-09
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series EZ-Growth,Close Ended Schemes,Income,2012-03-30,2014-04-09
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FA-Dividend,Close Ended Schemes,Income,2012-03-29,2013-03-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FA-Growth,Close Ended Schemes,Income,2012-03-29,2013-03-27
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FB-Dividend,Close Ended Schemes,Income,2012-04-09,2015-04-16
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FB-Growth,Close Ended Schemes,Income,2012-04-09,2015-04-16
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FC-Dividend,Close Ended Schemes,Income,2012-03-30,2013-04-03
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FC-Growth,Close Ended Schemes,Income,2012-03-30,2013-04-03
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FD-Dividend,Close Ended Schemes,Income,2012-04-13,2013-04-12
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FD-Growth,Close Ended Schemes,Income,2012-04-13,2013-04-12
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FH-Dividend,Close Ended Schemes,Income,2012-04-26,2013-04-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FH-Growth,Close Ended Schemes,Income,2012-04-26,2013-04-25
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FI-Growth,Close Ended Schemes,Income,2012-05-04,2013-05-06
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FJ-Dividend,Close Ended Schemes,Income,2012-05-18,2013-05-20
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FJ-Growth,Close Ended Schemes,Income,2012-05-18,2013-05-20
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FK-Dividend,Close Ended Schemes,Income,2012-05-23,2013-05-22
Aditya Birla Sun Life Mutual Fund,Birla Sun Life Fixed Term Plan-Series FK-Growth,Close Ended Schemes,Income,2012-05-23,2013-05-22
