AMC,Scheme Name,Scheme,Scheme Type,Date,Date
,,,,min,max
HSBC Mutual Fund,HSBC Fixed Term Series 105 - Growth Option,Close Ended Schemes,Income,2014-02-14,2017-04-11
HSBC Mutual Fund,HSBC Fixed Term Series 106 - Direct Plan Growth Option,Close Ended Schemes,Income,2014-03-03,2015-04-06
HSBC Mutual Fund,HSBC Fixed Term Series 106 - Dividend Option,Close Ended Schemes,Income,2014-03-03,2015-04-06
HSBC Mutual Fund,HSBC Fixed Term Series 106 - Growth Option,Close Ended Schemes,Income,2014-03-03,2015-04-06
HSBC Mutual Fund,HSBC Fixed Term Series 107 - Direct Plan Growth Option,Close Ended Schemes,Income,2014-03-14,2017-04-11
HSBC Mutual Fund,HSBC Fixed Term Series 107 - Dividend Option,Close Ended Schemes,Income,2014-03-14,2017-04-11
HSBC Mutual Fund,HSBC Fixed Term Series 107 - Growth Option,Close Ended Schemes,Income,2014-03-14,2017-04-11
HSBC Mutual Fund,HSBC Fixed Term Series 109 - Direct Plan Growth Option,Close Ended Schemes,Income,2014-03-28,2017-04-11
HSBC Mutual Fund,HSBC Fixed Term Series 109 - Dividend Option,Close Ended Schemes,Income,2014-03-28,2017-04-11
HSBC Mutual Fund,HSBC Fixed Term Series 109 - Growth Option,Close Ended Schemes,Income,2014-03-28,2017-04-11
HSBC Mutual Fund,HSBC Fixed Term Series 125 - Direct Plan Growth Option,Close Ended Schemes,Income,2016-04-04,2019-04-16
HSBC Mutual Fund,HSBC Fixed Term Series 125 - Dividend Option,Close Ended Schemes,Income,2016-04-04,2019-04-16
HSBC Mutual Fund,HSBC Fixed Term Series 125 - Growth Option,Close Ended Schemes,Income,2016-04-04,2019-04-16
HSBC Mutual Fund,HSBC Fixed Term Series 126 - Direct Plan Growth Option,Close Ended Schemes,Income,2016-05-24,2019-06-28
HSBC Mutual Fund,HSBC Fixed Term Series 126 - Dividend Option,Close Ended Schemes,Income,2016-05-24,2019-06-28
HSBC Mutual Fund,HSBC Fixed Term Series 126 - Growth Option,Close Ended Schemes,Income,2016-05-24,2019-06-28
HSBC Mutual Fund,HSBC Fixed Term Series 128 - Direct Plan Growth Option,Close Ended Schemes,Income,2017-04-25,2020-04-29
HSBC Mutual Fund,HSBC Fixed Term Series 128 - Growth Option,Close Ended Schemes,Income,2017-04-25,2020-04-29
HSBC Mutual Fund,HSBC Fixed Term Series 129 - Direct Plan Growth Option,Close Ended Schemes,Income,2017-06-12,2020-06-30
HSBC Mutual Fund,HSBC Fixed Term Series 129 - Growth Option,Close Ended Schemes,Income,2017-06-12,2020-06-30
HSBC Mutual Fund,HSBC Fixed Term Series 130 - Growth Option,Close Ended Schemes,Income,2017-12-26,2021-04-08
HSBC Mutual Fund,HSBC Fixed Term Series 131 - Direct Plan Growth Option,Close Ended Schemes,Income,2018-03-26,2021-05-03
HSBC Mutual Fund,HSBC Fixed Term Series 131 - Growth Option,Close Ended Schemes,Income,2018-03-26,2021-05-03
HSBC Mutual Fund,HSBC Fixed Term Series 132 - Direct Plan Growth Option,Close Ended Schemes,Income,2018-03-16,2021-05-03
HSBC Mutual Fund,HSBC Fixed Term Series 132 - Growth Option,Close Ended Schemes,Income,2018-03-16,2021-05-03
HSBC Mutual Fund,HSBC Fixed Term Series 133 - Direct Plan Growth Option,Close Ended Schemes,Income,2018-04-03,2021-05-03
HSBC Mutual Fund,HSBC Fixed Term Series 133 - Growth Option,Close Ended Schemes,Income,2018-04-03,2021-05-03
HSBC Mutual Fund,HSBC Fixed Term Series 134 - Direct Plan Growth Option,Close Ended Schemes,Income,2018-06-13,2021-06-29
HSBC Mutual Fund,HSBC Fixed Term Series 134 - Dividend Option,Close Ended Schemes,Income,2018-06-13,2021-06-29
HSBC Mutual Fund,HSBC Fixed Term Series 135 - Direct Plan Growth Option,Close Ended Schemes,Income,2018-07-13,2021-07-30
HSBC Mutual Fund,HSBC Fixed Term Series 135 - Growth Option,Close Ended Schemes,Income,2018-07-13,2021-07-30
HSBC Mutual Fund,HSBC Fixed Term Series 136 - Direct Plan Growth Option,Close Ended Schemes,Income,2018-08-20,2021-09-30
HSBC Mutual Fund,HSBC Fixed Term Series 136 - Growth Option,Close Ended Schemes,Income,2018-08-20,2021-09-30
HSBC Mutual Fund,HSBC Fixed Term Series 137 - Growth Option,Close Ended Schemes,Income,2019-01-23,2022-04-18
HSBC Mutual Fund,HSBC Fixed Term Series 137 Direct Plan Growth Option,Close Ended Schemes,Income,2019-01-23,2022-04-18
HSBC Mutual Fund,HSBC Fixed Term Series 139 - Direct Plan - Direct Plan - Growth Option,Close Ended Schemes,Income,2019-03-01,2022-05-04
HSBC Mutual Fund,HSBC Fixed Term Series 139 - Growth Option,Close Ended Schemes,Income,2019-03-01,2022-05-04
HSBC Mutual Fund,HSBC Fixed Term Series 140 - Growth Option,Close Ended Schemes,Income,2019-05-03,2022-06-15
HSBC Mutual Fund,HSBC Fixed Term Series 140 Direct plan - Growth Option,Close Ended Schemes,Income,2019-05-03,2022-06-15
HSBC Mutual Fund,HSBC Fixed Term Series 30 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2010-06-10
HSBC Mutual Fund,HSBC Fixed Term Series 30 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2010-06-10
HSBC Mutual Fund,HSBC Fixed Term Series 30 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2010-06-10
HSBC Mutual Fund,HSBC Fixed Term Series 30 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2010-06-10
HSBC Mutual Fund,HSBC Fixed Term Series 41 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 41 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 41 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 41 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 42 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-06-08
HSBC Mutual Fund,HSBC Fixed Term Series 42 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-06-08
HSBC Mutual Fund,HSBC Fixed Term Series 42 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-06-08
HSBC Mutual Fund,HSBC Fixed Term Series 42 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-06-08
HSBC Mutual Fund,HSBC Fixed Term Series 44 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 44 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 44 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 44 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-20
HSBC Mutual Fund,HSBC Fixed Term Series 45 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 45 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 45 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 45 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 46 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 46 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 46 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 46 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 49 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 49 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 49 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 49 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 50 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-05-04
HSBC Mutual Fund,HSBC Fixed Term Series 50 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-05-04
HSBC Mutual Fund,HSBC Fixed Term Series 50 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-05-04
HSBC Mutual Fund,HSBC Fixed Term Series 50 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-05-04
HSBC Mutual Fund,HSBC Fixed Term Series 52 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-05-07
HSBC Mutual Fund,HSBC Fixed Term Series 52 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-05-07
HSBC Mutual Fund,HSBC Fixed Term Series 52 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-05-07
HSBC Mutual Fund,HSBC Fixed Term Series 52 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-05-07
HSBC Mutual Fund,HSBC Fixed Term Series 56 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-08-12
HSBC Mutual Fund,HSBC Fixed Term Series 56 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-08-12
HSBC Mutual Fund,HSBC Fixed Term Series 56 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-08-12
HSBC Mutual Fund,HSBC Fixed Term Series 56 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-08-12
HSBC Mutual Fund,HSBC Fixed Term Series 57 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 57 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 57 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 57 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 59 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 59 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 59 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 59 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 61 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-07-30
HSBC Mutual Fund,HSBC Fixed Term Series 61 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-07-30
HSBC Mutual Fund,HSBC Fixed Term Series 61 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-07-30
HSBC Mutual Fund,HSBC Fixed Term Series 61 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-07-30
HSBC Mutual Fund,HSBC Fixed Term Series 62 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 62 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 62 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 62 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-08-27
HSBC Mutual Fund,HSBC Fixed Term Series 63 - Inst. - Dividend,Close Ended Schemes,Income,2009-01-01,2009-09-10
HSBC Mutual Fund,HSBC Fixed Term Series 63 - Inst. - Growth,Close Ended Schemes,Income,2009-01-01,2009-09-10
HSBC Mutual Fund,HSBC Fixed Term Series 63 - Regular - Dividend,Close Ended Schemes,Income,2009-01-01,2009-09-10
HSBC Mutual Fund,HSBC Fixed Term Series 63 - Regular - Growth,Close Ended Schemes,Income,2009-01-01,2009-09-10
HSBC Mutual Fund,HSBC Fixed Term Series 79-Dividend,Close Ended Schemes,Income,2011-03-28,2012-03-29
HSBC Mutual Fund,HSBC Fixed Term Series 79-Growth,Close Ended Schemes,Income,2011-03-28,2012-03-29
HSBC Mutual Fund,HSBC Fixed Term Series 80-Dividend,Close Ended Schemes,Income,2011-06-30,2012-07-03
HSBC Mutual Fund,HSBC Fixed Term Series 80-Growth,Close Ended Schemes,Income,2011-06-30,2012-07-03
HSBC Mutual Fund,HSBC Fixed Term Series 81-Dividend,Close Ended Schemes,Income,2011-08-11,2012-08-13
HSBC Mutual Fund,HSBC Fixed Term Series 81-Growth,Close Ended Schemes,Income,2011-08-11,2012-08-13
HSBC Mutual Fund,HSBC Fixed Term Series 82-Dividend,Close Ended Schemes,Income,2012-01-23,2013-01-24
HSBC Mutual Fund,HSBC Fixed Term Series 82-Growth,Close Ended Schemes,Income,2012-01-23,2013-01-24
HSBC Mutual Fund,HSBC Fixed Term Series 83-Dividend,Close Ended Schemes,Income,2012-01-27,2013-01-28
HSBC Mutual Fund,HSBC Fixed Term Series 83-Growth,Close Ended Schemes,Income,2012-01-27,2013-01-28
HSBC Mutual Fund,HSBC Fixed Term Series 86-Dividend,Close Ended Schemes,Income,2012-03-26,2013-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 86-Growth,Close Ended Schemes,Income,2012-03-26,2013-04-02
HSBC Mutual Fund,HSBC Fixed Term Series 89-Dividend,Close Ended Schemes,Income,2013-03-28,2014-04-03
HSBC Mutual Fund,HSBC Fixed Term Series 89-Growth,Close Ended Schemes,Income,2013-03-28,2014-04-03
HSBC Mutual Fund,HSBC Fixed Term Series 89-Growth Direct,Close Ended Schemes,Income,2013-03-28,2014-04-03
HSBC Mutual Fund,HSBC Fixed Term Series 90-Dividend,Close Ended Schemes,Income,2013-03-26,2014-04-03
HSBC Mutual Fund,HSBC Fixed Term Series 90-Growth,Close Ended Schemes,Income,2013-03-26,2014-04-03
HSBC Mutual Fund,HSBC Fixed Term Series 90-Growth Direct,Close Ended Schemes,Income,2013-03-26,2014-04-03
HSBC Mutual Fund,HSBC Fixed Term Series 91-Dividend,Close Ended Schemes,Income,2013-08-05,2016-09-29
HSBC Mutual Fund,HSBC Fixed Term Series 91-Dividend Direct,Close Ended Schemes,Income,2013-08-05,2014-08-04
HSBC Mutual Fund,HSBC Fixed Term Series 91-Growth,Close Ended Schemes,Income,2013-08-05,2016-09-29
HSBC Mutual Fund,HSBC Fixed Term Series 91-Growth Direct,Close Ended Schemes,Income,2013-08-05,2016-09-29
HSBC Mutual Fund,HSBC Fixed Term Series 94-Dividend,Close Ended Schemes,Income,2013-08-22,2016-10-26
HSBC Mutual Fund,HSBC Fixed Term Series 94-Growth,Close Ended Schemes,Income,2013-08-22,2018-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 94-Growth Direct,Close Ended Schemes,Income,2013-08-22,2018-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 95-Dividend,Close Ended Schemes,Income,2013-08-30,2016-09-27
HSBC Mutual Fund,HSBC Fixed Term Series 95-Growth,Close Ended Schemes,Income,2013-08-30,2016-09-27
HSBC Mutual Fund,HSBC Fixed Term Series 95-Growth Direct,Close Ended Schemes,Income,2013-08-30,2016-09-27
HSBC Mutual Fund,HSBC Fixed Term Series 96 - Direct Plan Growth Option,Close Ended Schemes,Income,2013-09-05,2018-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 96 - Dividend Option,Close Ended Schemes,Income,2013-09-05,2016-10-26
HSBC Mutual Fund,HSBC Fixed Term Series 96 - Growth Option,Close Ended Schemes,Income,2013-09-05,2018-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 97 - Direct Plan Growth Option,Close Ended Schemes,Income,2013-10-28,2014-10-28
HSBC Mutual Fund,HSBC Fixed Term Series 97 - Dividend Option,Close Ended Schemes,Income,2013-10-28,2014-10-28
HSBC Mutual Fund,HSBC Fixed Term Series 97 - Growth Option,Close Ended Schemes,Income,2013-10-28,2014-10-28
HSBC Mutual Fund,HSBC Fixed Term Series 98 - Direct Plan Growth Option,Close Ended Schemes,Income,2013-10-21,2016-10-26
HSBC Mutual Fund,HSBC Fixed Term Series 98 - Dividend Option,Close Ended Schemes,Income,2013-10-21,2016-10-26
HSBC Mutual Fund,HSBC Fixed Term Series 98 - Growth Option,Close Ended Schemes,Income,2013-10-21,2018-07-16
HSBC Mutual Fund,HSBC Fixed Term Series 99 - Direct Plan Growth Option,Close Ended Schemes,Income,2013-11-14,2014-11-13
HSBC Mutual Fund,HSBC Fixed Term Series 99 - Dividend Option,Close Ended Schemes,Income,2013-11-14,2014-11-13
HSBC Mutual Fund,HSBC Fixed Term Series 99 - Growth Option,Close Ended Schemes,Income,2013-11-14,2014-11-13
HSBC Mutual Fund,HSBC Fixed Term Series-53-Inst-Dividend,Close Ended Schemes,Income,2009-01-01,2009-06-03
HSBC Mutual Fund,HSBC Fixed Term Series-53-Inst-Growth,Close Ended Schemes,Income,2009-01-01,2009-06-03
HSBC Mutual Fund,HSBC Fixed Term Series-53-Reg-Dividend,Close Ended Schemes,Income,2009-01-01,2009-06-03
HSBC Mutual Fund,HSBC Fixed Term Series-53-Reg-Growth,Close Ended Schemes,Income,2009-01-01,2009-06-03
HSBC Mutual Fund,HSBC Fixed Term Series-54-Inst-Dividend,Close Ended Schemes,Income,2009-01-01,2009-06-17
HSBC Mutual Fund,HSBC Fixed Term Series-54-Inst-Growth,Close Ended Schemes,Income,2009-01-01,2009-06-17
HSBC Mutual Fund,HSBC Fixed Term Series-54-Reg-Dividend,Close Ended Schemes,Income,2009-01-01,2009-06-17
HSBC Mutual Fund,HSBC Fixed Term Series-54-Reg-Growth,Close Ended Schemes,Income,2009-01-01,2009-06-17
HSBC Mutual Fund,HSBC Fixed Term Series-66-Inst-Dividend,Close Ended Schemes,Income,2009-01-01,2010-04-05
HSBC Mutual Fund,HSBC Fixed Term Series-66-Inst-Growth,Close Ended Schemes,Income,2009-01-01,2010-04-05
HSBC Mutual Fund,HSBC Fixed Term Series-66-Reg-Dividend,Close Ended Schemes,Income,2009-01-01,2010-04-05
HSBC Mutual Fund,HSBC Fixed Term Series-66-Reg-Growth,Close Ended Schemes,Income,2009-01-01,2010-04-05
HSBC Mutual Fund,HSBC Fixed Term Series-68-Inst-Dividend,Close Ended Schemes,Income,2009-01-01,2009-01-14
HSBC Mutual Fund,HSBC Fixed Term Series-68-Inst-Growth,Close Ended Schemes,Income,2009-01-01,2009-01-14
HSBC Mutual Fund,HSBC Fixed Term Series-68-Reg-Dividend,Close Ended Schemes,Income,2009-01-01,2009-01-14
HSBC Mutual Fund,HSBC Fixed Term Series-68-Reg-Growth,Close Ended Schemes,Income,2009-01-01,2009-01-14
HSBC Mutual Fund,HSBC Flexi Debt Fund - Fortnightly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Fortnightly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-01-02,2016-01-06
HSBC Mutual Fund,HSBC Flexi Debt Fund - Growth Direct,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-01-15,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Half-yearly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-01-02,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Monthly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Monthly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-01-29,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Quarterly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Quarterly IDCW Direct Plan,Open Ended Schemes,Debt Scheme - Dynamic Bond,2013-01-02,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2018-08-24
HSBC Mutual Fund,HSBC Flexi Debt Fund - Regular Half-yearly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Regular Monthly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund - Regular Quarterly IDCW,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund-Growth,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Flexi Debt Fund-Reg.Growth,Open Ended Schemes,Debt Scheme - Dynamic Bond,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Floating Rate - Long Term Plan - Weekly Dividend Direct,Open Ended Schemes,Floating Rate,2013-01-02,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Dividend - Fortnightly,Open Ended Schemes,Floating Rate,2009-01-01,2013-08-07
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Dividend - Monthly,Open Ended Schemes,Floating Rate,2009-01-01,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Dividend - Weekly,Open Ended Schemes,Floating Rate,2009-01-01,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Dividend -Daily Direct,Open Ended Schemes,Floating Rate,2014-09-11,2016-05-06
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Growth,Open Ended Schemes,Floating Rate,2009-01-01,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Inst -Dividend -Daily,Open Ended Schemes,Floating Rate,2009-01-01,2013-05-10
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Regular - Dividend - Daily,Open Ended Schemes,Floating Rate,2009-01-01,2013-05-10
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Regular - Dividend - Monthly,Open Ended Schemes,Floating Rate,2009-01-01,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Regular - Dividend - weekly,Open Ended Schemes,Floating Rate,2009-02-25,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term - Regular - Growth,Open Ended Schemes,Floating Rate,2009-01-01,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term -Dividend -Daily,Open Ended Schemes,Floating Rate,2013-07-11,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term Plan - Fortnightly  Dividend Direct,Open Ended Schemes,Floating Rate,2013-01-02,2013-08-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term Plan - Growth Direct,Open Ended Schemes,Floating Rate,2013-01-02,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Long Term Plan - Monthly Dividend Direct,Open Ended Schemes,Floating Rate,2013-03-14,2016-05-24
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. - Dividend - Daily,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. - Dividend - Monthly,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. - Dividend - Weekly,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. - Growth,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. Plus - Dividend - Daily,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. Plus - Dividend - Monthly,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. Plus - Dividend - Weekly,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Inst. Plus - Growth,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Regular - Dividend - Daily,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Regular - Dividend - Weekly,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Floating Rate Fund - Short Term - Regular - Growth,Open Ended Schemes,Floating Rate,2009-01-01,2011-09-01
HSBC Mutual Fund,HSBC Gilt Fund  - Dividend,Open Ended Schemes,Gilt,2009-01-01,2015-12-01
HSBC Mutual Fund,HSBC Gilt Fund  - Growth,Open Ended Schemes,Gilt,2009-01-01,2015-12-01
HSBC Mutual Fund,HSBC Gilt Fund - Dividend - Weekly,Open Ended Schemes,Gilt,2009-01-01,2015-12-01
HSBC Mutual Fund,HSBC Gilt Fund - Growth Direct,Open Ended Schemes,Gilt,2013-05-13,2015-12-01
HSBC Mutual Fund,HSBC Gilt Fund - Monthly Dividend Direct,Open Ended Schemes,Gilt,2013-01-02,2013-05-10
HSBC Mutual Fund,HSBC Gilt Fund - Weekly Dividend Direct,Open Ended Schemes,Gilt,2013-05-22,2013-06-26
HSBC Mutual Fund,HSBC Income Fund - Investment - Inst. - Dividend,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-01-01,2013-05-10
HSBC Mutual Fund,HSBC Income Fund - Investment - Inst. - Growth,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-01-01,2013-05-10
HSBC Mutual Fund,HSBC Income Fund - Short Term - Inst. - Growth,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-01-01,2014-11-03
HSBC Mutual Fund,HSBC Income Fund - Short Term - Inst. Plus - Growth,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-02-19,2017-04-27
HSBC Mutual Fund,HSBC Income Fund Short Term Instl Plus Monthly IDCW,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-03-30,2013-05-10
HSBC Mutual Fund,HSBC Income Fund Short Term Instl Plus Weekly IDCW,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-01-01,2016-11-28
HSBC Mutual Fund,HSBC Income Fund-Short Term-Institutional-IDCW,Open Ended Schemes,Debt Scheme - Short Duration Fund,2009-01-01,2015-07-30
HSBC Mutual Fund,HSBC Low Duration Fund  - Growth,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2022-10-07
HSBC Mutual Fund,HSBC Low Duration Fund  - Regular - Growth,Open Ended Schemes,Debt Scheme - Low Duration Fund,2009-01-01,2022-10-07
