Scheme Code,Scheme Name,startDate,endDate
140230,Edelweiss Money Market Fund - Institutional Plan - Growth Option,2016-11-28,2022-10-07
140231,Edelweiss Money Market Fund - Institutional Plan - Dividend Option,2016-11-28,2018-04-10
140232,Edelweiss Money Market Fund - Regular Plan - IDCW Option,2016-11-28,2022-10-07
140233,Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,2019-05-13,2022-10-07
140235,Edelweiss Money Market Fund - Direct Plan - IDCW Option,2016-11-28,2022-10-07
140236,Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,2018-12-28,2022-10-07
140237,Edelweiss Money Market Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140238,Edelweiss Tax Advantage Fund - Regular Plan - Growth Option,2016-11-28,2020-02-26
140239,Edelweiss Tax Advantage Fund - Regular Plan - Dividend Option,2016-11-28,2020-02-26
140240,Edelweiss Tax Advantage Fund - Direct Plan - Dividend Option,2016-11-28,2020-02-26
140241,Edelweiss Tax Advantage Fund - Direct Plan - Growth Option,2016-11-28,2020-02-26
140242,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140244,Edelweiss Short Term Fund - Regular Plan - Growth Option,2016-11-28,2020-07-01
140245,Edelweiss Short Term Fund - Regular Plan - Weekly Dividend Option,2016-11-28,2020-07-01
140246,Edelweiss Short Term Fund - Regular Plan - Fortnightly Dividend Option,2016-11-28,2020-07-01
140247,Edelweiss Short Term Fund - Regular Plan - Monthly Dividend Option,2016-11-28,2020-07-01
140248,Edelweiss Short Term Fund - Regular Plan - Dividend Option,2016-11-28,2020-07-01
140249,Edelweiss Short Term Fund - Direct Plan - Dividend Option,2019-04-02,2020-07-01
140251,Edelweiss Short Term Fund - Direct Plan -  Growth Option,2016-11-28,2020-07-01
140252,Edelweiss Short Term Fund - Direct Plan - Monthly Dividend Option,2016-11-28,2020-07-01
140255,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140257,Edelweiss Income Fund - Series 501 - Growth Option,2016-11-28,2017-07-31
140258,Edelweiss Income Fund - Series 501 - Dividend Option,2016-11-28,2017-07-31
140259,Edelweiss Fixed Maturity Plan - Series 502 - Growth Option,2016-11-28,2017-10-09
140260,Edelweiss Fixed Maturity Plan - Series 502 - Dividend Option,2016-11-28,2017-10-09
140261,Edelweiss Fixed Maturity Plan - Sr 14 - Regular Plan - Growth Option,2016-11-28,2018-03-05
140262,Edelweiss Fixed Maturity Plan - Sr 14 - Regular Plan - Dividend Option,2016-11-28,2018-03-05
140263,Edelweiss Fixed Maturity Plan - Sr 14 - Direct Plan - Growth Option,2016-11-28,2018-03-05
140264,Edelweiss Fixed Maturity Plan - Sr 14 - Direct Plan - Dividend Option,2016-11-28,2018-03-05
140269,Edelweiss Fixed Maturity Plan - Series 20 - Regular Plan - Growth Option,2016-11-28,2018-05-07
140270,Edelweiss Fixed Maturity Plan - Series 20 - Regular Plan - Dividend Option,2016-11-28,2018-05-07
140271,Edelweiss Fixed Maturity Plan - Series 20 - Direct Plan - Growth Option,2016-11-28,2018-05-07
140272,Edelweiss Fixed Maturity Plan - Series 20 - Direct Plan - Dividend Option,2016-11-28,2018-05-07
140273,Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140274,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140283,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140284,Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,2016-11-28,2022-10-07
140286,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140288,Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,2018-01-02,2022-10-07
140289,Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,2016-11-28,2022-10-07
140290,Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,2016-11-28,2022-10-07
140291,Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,2019-02-26,2022-10-07
140292,Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,2016-11-28,2022-10-07
140293,Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,2016-11-28,2022-10-07
140294,Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,2019-01-22,2022-10-07
140295,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,2016-11-28,2022-10-07
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,2016-11-28,2022-10-07
140297,Edelweiss Government Securities Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140298,Edelweiss Government Securities Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140301,Edelweiss Government Securities Fund - Regular Plan - IDCW Option,2016-11-28,2022-10-07
140302,Edelweiss Government Securities Fund - Direct Plan - IDCW Option,2019-05-06,2022-10-07
140303,Edelweiss Government Securities Fund - Regular Plan Weekly - IDCW Option,2016-11-28,2022-10-07
140304,Edelweiss Government Securities Fund - Direct Plan weekly - IDCW Option,2019-07-17,2022-10-07
140305,Edelweiss Government Securities Fund - Regular Plan Fortnightly - IDCW Option,2021-10-27,2022-10-07
140306,Edelweiss Government Securities Fund - Direct Plan Fortnightly - IDCW Option,2021-09-08,2022-10-07
140307,Edelweiss Government Securities Fund - Regular Plan Monthly - IDCW Option,2016-11-28,2022-10-07
140308,Edelweiss Government Securities Fund - Direct Plan Monthly - IDCW Option,2019-04-25,2022-10-07
140310,Edelweiss Government Securities Fund - Regular Plan - Annual - IDCW Option,2016-11-28,2022-10-07
140311,Edelweiss Fixed Maturity Plan - Series 35 - RegularPlan - Growth Option,2016-11-28,2019-04-02
140312,Edelweiss Fixed Maturity Plan - Series 35 - Regular Plan - Dividend Option,2016-11-28,2019-04-02
140313,Edelweiss Fixed Maturity Plan - Series 35 - Direct Plan - Growth Option,2016-11-28,2019-04-02
140315,Edelweiss Fixed Maturity Plan - Sr 37 - Regular Plan - Growth Option,2016-11-28,2017-05-08
140317,Edelweiss Fixed Maturity Plan - Sr 37 - Regular Plan - Dividend Option,2016-11-28,2017-04-28
140318,Edelweiss Fixed Maturity Plan - Sr 37 - Direct Plan - Growth Option,2016-11-28,2017-05-08
140319,Edelweiss Fixed Maturity Plan - Series 38 - Regular Plan - Growth Option,2016-11-28,2019-04-30
140320,Edelweiss Fixed Maturity Plan - Series 38 - Regular Plan - Dividend Option,2016-11-28,2019-04-30
140321,Edelweiss Fixed Maturity Plan - Series 38 - Direct Plan - Growth Option,2016-11-28,2019-04-30
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140328,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140329,Edelweiss Fixed Maturity Plan - Series 40 - Regular Plan - Growth Option,2016-11-28,2017-08-30
140330,Edelweiss Fixed Maturity Plan - Series 40 - Direct Plan - Growth Option,2016-11-28,2017-08-30
140332,Edelweiss Fixed Maturity Plan - Series 40 - Regular Plan - Dividend Option,2016-11-28,2017-08-30
140333,Edelweiss Corporate Bond Fund - Direct Plan - Growth Option,2016-11-28,2021-05-20
140334,Edelweiss Corporate Bond Fund - Direct Plan - IDCW Option,2016-11-28,2021-05-20
140336,Edelweiss Corporate Bond Fund - Regular Plan - Growth Option,2016-11-28,2021-05-20
140337,Edelweiss Corporate Bond Fund - Regular - IDCW Option,2016-11-28,2021-05-20
140339,Edelweiss Corporate Bond Fund - Direct  Monthly - IDCW Option,2020-01-21,2021-05-20
140341,Edelweiss Corporate Bond Fund - Direct  Annual - IDCW Option,2019-04-08,2020-08-03
140343,Edelweiss Corporate Bond Fund - Regular  Weekly - IDCW Option,2016-11-28,2021-05-20
140344,Edelweiss Corporate Bond Fund - Regular Plan Fortnightly - IDCW Option,2016-11-28,2021-05-20
140345,Edelweiss Corporate Bond Fund - Regular  Monthly - IDCW Option,2016-11-28,2021-05-20
140346,Edelweiss Corporate Bond Fund - Regular  Annual - IDCW Option,2016-11-28,2021-05-20
140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140348,Edelweiss Equity Savings Fund - Direct Plan - IDCW Option,2016-11-28,2022-10-07
140349,Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,2016-11-28,2022-10-07
140350,Edelweiss Equity Savings Fund - Direct Plan - Bonus Option,2016-11-28,2022-10-07
140351,Edelweiss Equity Savings Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140352,Edelweiss Equity Savings Fund - Regular Plan - Bonus Option,2016-11-28,2022-10-07
140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,2016-11-28,2022-10-07
140354,Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option,2016-11-28,2022-10-07
140355,Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,2016-11-28,2022-10-07
140356,Edelweiss Flexi Cap Fund - Regular - IDCW Option,2016-11-28,2022-10-07
140357,Edelweiss Balanced Advantage Fund - Direct Plan - Growth Option-deactivated,2016-11-28,2017-09-20
140359,Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option-deactivated,2016-11-28,2017-09-20
140360,Edelweiss Balanced Advantage Fund - Regular Plan - Bonus Option-deactivated,2016-11-28,2017-09-20
140361,Edelweiss Balanced Advantage Fund - Direct Plan - Dividend Option - deactivated,2016-11-28,2017-09-20
140362,Edelweiss Balanced Advantage Fund - Regular Plan - Dividend Option-deactivated,2016-11-28,2017-09-20
140363,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Cumulative Option,2016-12-26,2020-04-27
140364,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Dividend Option,2016-12-26,2020-04-27
140365,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Direct Plan - Dividend Option,2016-12-26,2020-04-27
140366,ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Direct Plan - Cumulative Option,2016-12-26,2020-04-27
140367,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Flexi Div Option,2016-12-16,2020-04-07
140368,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Growth Option,2016-12-16,2020-04-07
140369,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Annual Div Option,2016-12-16,2020-04-07
140370,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Quarterly Div Option,2016-12-16,2020-04-07
140371,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Maturity Div Option,2016-12-16,2020-04-07
140372,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Flexi Div Option,2016-12-16,2020-04-07
140373,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Growth Option,2016-12-16,2020-04-07
140374,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Maturity Div Option,2016-12-16,2020-04-07
140375,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Annual Div Option,2016-12-16,2020-04-07
140376,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Quarterly Div Option,2016-12-16,2020-04-07
140377,PGIM India Fixed Duration Fund - Series AA - Regular Plan - Annual Dividend Option,2016-12-01,2020-05-04
140378,PGIM India Fixed Duration Fund - Series AA - Direct Plan - Quarterly Dividend Option,2016-12-01,2020-05-04
140379,PGIM India Fixed Duration Fund - Series AA - Regular Plan - Quarterly Dividend Option,2016-12-01,2020-05-04
140381,IDFC Hybrid Equity Fund-Regular Plan Growth,2017-01-02,2022-10-07
140382,IDFC Hybrid Equity Fund-Direct Plan Growth,2017-01-02,2022-10-07
140383,IDFC Hybrid Equity Fund-Direct Plan IDCW,2017-01-02,2022-10-07
140384,IDFC Hybrid Equity Fund-Regular Plan IDCW,2017-01-02,2022-10-07
140385,BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION,2016-12-29,2022-03-13
140386,BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,2016-12-29,2022-03-13
140387,BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC Income Distribution cum Capital Withdrawal OPTION,2016-12-29,2022-03-13
140388,BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC Income Distribution cum Capital Withdrawal OPTION,2016-12-29,2022-03-13
140389,SUNDARAM SELECT MICRO CAP SERIES XI - REGULAR PLAN - GROWTH,2016-12-30,2020-12-28
140390,SUNDARAM SELECT MICRO CAP SERIES XI - REGULAR PLAN - DIVIDEND,2016-12-30,2020-12-28
140391,SUNDARAM SELECT MICRO CAP SERIES XI - DIRECT PLAN - GROWTH,2016-12-30,2020-12-28
140392,SUNDARAM SELECT MICRO CAP SERIES XI - DIRECT PLAN - DIVIDEND,2016-12-30,2020-12-28
140393,SBI Dual Advantage Fund - Series XVIII - Direct Plan - Dividend Payout,2016-12-30,2020-04-16
140394,SBI Dual Advantage Fund - Series XVIII - Regular Plan - Growth,2016-12-30,2020-04-16
140395,SBI Dual Advantage Fund - Series XVIII - Regular Plan - Dividend Payout,2016-12-30,2020-04-16
140396,SBI Dual Advantage Fund - Series XVIII - Direct Plan - Growth,2016-12-30,2020-04-16
140397,Axis Emerging Opportunities Fund - Series 1 (1400 Days) - Direct Plan - Dividend Option,2017-01-04,2020-10-28
140398,Axis Emerging Opportunities Fund - Series 1 (1400 Days) - Direct Plan - Growth Option,2017-01-04,2020-10-28
140399,Axis Emerging Opportunities Fund - Series 1 (1400 Days) - Regular Plan - Dividend Option,2017-01-04,2020-10-28
140400,Axis Emerging Opportunities Fund - Series 1 (1400 Days) - Regular Plan - Growth Option,2017-01-04,2020-10-28
140407,Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Growth Option,2017-01-12,2020-08-17
140408,Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Direct Plan - Growth Option,2017-01-12,2020-08-17
140409,Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Dividend Payout Option,2017-01-12,2020-08-17
140410,Nippon India Dual Advantage Fixed Tenure Fund - X - Plan C - Direct Plan - Dividend Payout Option,2017-01-12,2020-08-17
140413,Kotak Equity Arbitrage Fund -Fortnightly - Payout of Income Distribution cum capital withdrawal option- Direct,2016-12-09,2021-09-17
140414,Kotak Equity Arbitrage Fund - Fortnightly -Payout of Income Distribution cum capital withdrawal option Regular,2016-12-08,2021-09-17
140415,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Annual Div Option,2016-12-29,2020-04-07
140416,UTI FTIF Series XXV-XII (1198 Days) - Regular Plan - Quarterly Div Option,2016-12-29,2020-04-07
140417,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Maturity Div Option,2016-12-29,2020-04-07
140418,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Flexi Div Option,2016-12-29,2020-04-07
140419,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Growth Option,2016-12-29,2020-04-07
140420,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Growth Option,2016-12-29,2020-04-07
140421,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Quarterly Div Option,2016-12-29,2020-04-07
140423,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Maturity Div Option,2016-12-29,2020-04-07
140424,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Annual Div Option,2016-12-29,2020-04-07
140425,Nippon India Fixed Horizon Fund XXXII- Series 5- Dividend Payout Option,2016-12-27,2020-08-19
140426,Nippon India Fixed Horizon Fund XXXII- Series 5- Direct Plan-Growth Option,2016-12-27,2020-08-19
140427,Nippon India Fixed Horizon Fund XXXII- Series 5- Growth Option,2016-12-27,2020-08-19
140428,Nippon India Fixed Horizon Fund XXXII- Series 5- Direct Plan-Dividend Payout Option,2016-12-27,2020-08-19
140429,Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Growth Option,2017-01-17,2020-08-17
140430,Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Dividend Payout Option,2017-01-17,2020-08-17
140431,Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Direct Plan-Growth Option,2017-01-17,2020-08-17
140432,Nippon India Dual Advantage Fixed Tenure Fund X- Plan D- Direct Plan-Dividend Payout Option,2017-01-17,2020-08-17
140433,ICICI Prudential Value Fund - Series 10 - Direct Plan - Cumulative Option,2017-01-10,2020-01-10
140434,ICICI Prudential Value Fund - Series 10 - Dividend Option,2017-01-10,2020-01-10
140435,ICICI Prudential Value Fund - Series 10 - Cumulative Option,2017-01-10,2020-01-10
140436,ICICI Prudential Value Fund - Series 10 - Direct Plan - Dividend Option,2017-01-10,2020-01-10
140437,Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years,2016-12-16,2022-10-07
140438,Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Direct Plan - Growth Option,2017-01-27,2020-01-27
140439,Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Direct Plan- Dividend Payout Option,2017-01-27,2020-01-27
140440,Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Growth Option,2017-01-27,2020-01-27
140441,Nippon India Dual Advantage Fixed Tenure Fund X- Plan E- Dividend Payout Option,2017-01-27,2020-01-27
140442,Mahindra Manulife Equity Savings Dhan Sanchay Yojana -Direct Plan -Dividend,2017-02-08,2022-10-07
140444,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Direct Plan -Growth,2017-02-08,2022-10-07
140446,Mahindra Manulife Equity Savings Dhan Sanchay Yojana -Regular Plan -Dividend,2017-02-08,2022-10-07
140447,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Regular Plan - Growth,2017-02-08,2022-10-07
140448,Sundaram Smart Nifty 100 Equal Weight Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),2017-01-13,2021-12-31
140449,Sundaram Smart Nifty 100 Equal Weight Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),2017-01-13,2021-12-31
140450,Sundaram Smart Nifty 100 Equal Weight Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),2017-01-13,2021-12-31
140451,Sundaram Smart Nifty 100 Equal Weight Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),2017-01-13,2021-12-31
140452,Sundaram Smart Nifty 100 Equal Weight Fund Regular Plan - Growth,2017-01-13,2021-12-31
140453,Sundaram Smart Nifty 100 Equal Weight Fund Direct Plan - Growth,2017-01-13,2021-12-31
140454,UTI Long Term Advantage Fund Series V - Direct Plan - Growth Option,2017-03-31,2021-09-24
140455,UTI Long Term Advantage Fund Series V - Regular Plan - Growth Option,2017-03-31,2021-09-24
140456,UTI Long Term Advantage Fund Series V - Regular Plan - IDCW,2017-03-31,2021-09-24
140457,UTI Long Term Advantage Fund Series V - Direct Plan - IDCW,2017-03-31,2021-09-24
140458,IDBI Midcap Fund IDCW Direct,2017-02-02,2022-10-07
140459,IDBI Midcap Fund IDCW Regular,2017-02-02,2022-10-07
140460,IDBI Midcap Fund Growth Regular,2017-02-02,2022-10-07
140461,IDBI Midcap Fund Growth Direct,2017-02-02,2022-10-07
140463,Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW,2017-04-21,2022-10-07
140465,Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW,2017-04-18,2022-10-07
140466,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Growth Option,2017-01-16,2020-04-07
140467,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Maturity Div Option,2017-01-16,2020-04-07
140468,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Flexi Div Option,2017-01-16,2020-04-07
140469,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Annual Div Option,2017-01-16,2020-04-07
140470,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Quarterly Div Option,2017-01-16,2020-04-07
140471,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Annual Div Option,2017-01-16,2020-04-07
140472,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Quarterly Div Option,2017-01-16,2020-04-07
140473,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Flexi Div Option,2017-01-16,2020-04-07
140474,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Maturity Div Option,2017-01-16,2020-04-07
140475,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Growth Option,2017-01-16,2020-04-07
140476,HDFC FMP 1218 DECEMBER 2016 (1) - Direct Option - Growth Option,2017-01-12,2020-05-13
140477,HDFC FMP 1218 DECEMBER 2016 (1) - Regular Option - Dividend Option,2017-01-12,2020-05-13
140478,HDFC FMP 1218 DECEMBER 2016 (1) - Direct Option - Quaterly Dividend Option,2017-01-12,2020-05-13
140479,HDFC FMP 1218 DECEMBER 2016 (1) - Regular Option - Quaterly Dividend Option,2017-01-12,2020-05-13
140480,HDFC FMP 1218 DECEMBER 2016 (1) - Direct Option - Dividend Option,2017-01-12,2020-05-13
140481,HDFC FMP 1218 DECEMBER 2016 (1) - Regular Option - Growth Option,2017-01-12,2020-05-13
140486,SBI Long Term Advantage Fund - Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2017-04-10,2022-10-07
140487,SBI Long Term Advantage Fund - Series IV - Direct Plan - Growth,2017-04-10,2022-10-07
140488,SBI Long Term Advantage Fund - Series IV - Regular Plan - Growth,2017-04-10,2022-10-07
140489,SBI Long Term Advantage Fund - Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2017-04-10,2022-10-07
140490,L&T FMP Series XIV - Scheme A - Direct Plan - Growth,2017-01-02,2020-05-15
140491,L&T FMP Series XIV - Scheme A - Regular Plan - Dividend,2017-01-02,2020-05-15
140492,L&T FMP Series XIV - Scheme A - Regular Plan - Growth,2017-01-02,2020-05-15
140500,ICICI Prudential Value Fund - Series 11 - Cumulative Option,2017-01-27,2020-01-28
140501,ICICI Prudential Value Fund - Series 11 - Dividend Option,2017-01-27,2020-01-28
140502,ICICI Prudential Value Fund - Series 11 - Direct Plan - Cumulative Option,2017-01-27,2020-01-28
140503,ICICI Prudential Value Fund - Series 11 - Direct Plan - Dividend Option,2017-01-27,2020-01-28
140504,UTI Liquid Cash Plan - Direct Plan - Half-Yearly IDCW,2017-01-05,2022-10-08
140505,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Growth Option,2017-02-08,2020-07-28
140506,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct  Plan - Dividend Option,2017-02-08,2020-07-28
140507,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct Plan - Growth Option,2017-02-08,2020-07-28
140508,UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Dividend Option,2017-02-08,2020-07-28
140509,Nippon India Fixed Horizon Fund XXXII- Series 7- Direct Plan-Dividend Payout Option,2017-02-01,2020-11-06
140510,Nippon India Fixed Horizon Fund XXXII- Series 7- Growth Option,2017-02-01,2020-11-06
140511,Nippon India Fixed Horizon Fund XXXII- Series 7- Dividend Payout Option,2017-02-01,2020-11-06
140512,Nippon India Fixed Horizon Fund XXXII- Series 7- Direct Plan-Growth Option,2017-02-01,2020-11-06
140513,Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Dividend Payout Option,2017-02-10,2020-10-23
140514,Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Direct Plan-Growth Option,2017-02-10,2020-10-23
140515,Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Direct Plan-Dividend Payout Option,2017-02-10,2020-10-23
140516,Nippon India Dual Advantage Fixed Tenure Fund X- Plan F- Growth Option,2017-02-10,2020-10-23
140517,UTI Liquid Cash Plan - Regular Plan - Flexi IDCW,2017-10-17,2022-10-08
140518,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Quarterly Div Option,2017-02-06,2020-04-21
140519,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Flexi Div Option,2017-02-06,2020-04-21
140520,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Growth Option,2017-02-06,2020-04-21
140521,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Maturity Div Option,2017-02-06,2020-04-21
140522,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Flexi Div Option,2017-02-06,2020-04-21
140523,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Maturity Div Option,2017-02-06,2020-04-21
140524,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Growth Option,2017-02-06,2020-04-21
140525,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Annual Div Option,2017-02-06,2020-04-21
140526,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Annual Div Option,2017-02-06,2020-04-21
140527,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Quarterly Div Option,2017-02-06,2020-04-21
140528,SUNDARAM SELECT MICRO CAP SERIES XII - REGULAR PLAN - GROWTH,2017-02-13,2021-02-08
140529,SUNDARAM SELECT MICRO CAP SERIES XII - REGULAR PLAN - DIVIDEND,2017-02-13,2021-02-08
140530,CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),2017-01-27,2022-10-07
140531,SUNDARAM SELECT MICRO CAP SERIES XII - DIRECT PLAN DIVIDEND,2017-02-13,2021-02-08
140532,SUNDARAM SELECT MICRO CAP SERIES XII - DIRECT PLAN GROWTH,2017-02-13,2021-02-08
140534,Nippon India Fixed Horizon Fund XXXII- Series 8- Growth Option,2017-02-01,2020-08-17
140535,Nippon India Fixed Horizon Fund XXXII- Series 8- Direct Plan-Growth Option,2017-02-01,2020-08-17
140536,Nippon India Fixed Horizon Fund XXXII- Series 8- Dividend Payout Option,2017-02-01,2020-08-17
140537,ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Cumulative Option,2017-01-30,2020-05-04
140538,ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Cumulative Option,2017-01-30,2020-05-04
140539,ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Dividend Option,2017-01-30,2020-05-04
140540,ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Dividend Option,2017-01-30,2020-05-04
140541,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Growth Option,2017-02-15,2020-08-11
140542,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Dividend Option,2017-02-15,2020-08-11
140543,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Growth Option,2017-02-15,2020-08-11
140544,UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Dividend Option,2017-02-15,2020-08-11
140545,ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Cumulative Option,2017-02-06,2020-05-04
140546,ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Dividend Option,2017-02-06,2020-05-04
140547,ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Direct Plan - Dividend Option,2017-02-06,2020-05-04
