Scheme Code,Scheme Name,Net Asset Value,Date,Duration Days
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.1912,2015-06-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7065,2015-03-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.6984,2015-03-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7595,2015-03-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7516,2015-03-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7476,2015-03-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7378,2015-03-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7368,2015-03-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7574,2015-03-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7283,2015-03-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.748,2015-03-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7639,2015-03-17,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7582,2015-03-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7831,2015-03-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7956,2015-03-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.8034,2015-03-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.8043,2015-03-24,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.8011,2015-03-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.7966,2015-03-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.8157,2015-03-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.8412,2015-03-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.8831,2015-03-31,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.999,2015-05-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.9732,2015-05-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.9222,2015-05-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.9142,2015-05-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.978,2015-05-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.9634,2015-05-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.9633,2015-05-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.976,2015-05-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,27.9792,2015-05-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.0211,2015-05-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.0624,2015-05-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.0803,2015-05-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.0818,2015-05-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.0945,2015-05-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.1099,2015-05-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.1023,2015-05-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.1105,2015-05-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.1339,2015-05-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.157,2015-05-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2134,2015-11-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2152,2015-11-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2127,2015-11-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1981,2015-11-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2013,2015-11-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1854,2015-11-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2051,2015-11-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2484,2015-11-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2665,2015-11-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2648,2015-11-17,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2632,2015-11-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2739,2015-11-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2561,2015-11-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2569,2015-11-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.275,2015-11-24,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2736,2015-11-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.252,2015-11-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2555,2015-11-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.0216,2015-10-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.0755,2015-10-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.0761,2015-10-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.0726,2015-10-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.0942,2015-10-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1091,2015-10-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.108,2015-10-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1172,2015-10-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1294,2015-10-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1387,2015-10-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1427,2015-10-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1566,2015-10-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1635,2015-10-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1633,2015-10-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1755,2015-10-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1769,2015-10-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1892,2015-10-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.2006,2015-10-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.19,2015-10-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.1881,2015-10-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7042,2015-09-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7077,2015-09-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7066,2015-09-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.6966,2015-09-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.6923,2015-09-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7092,2015-09-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7204,2015-09-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7083,2015-09-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7171,2015-09-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7433,2015-09-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7477,2015-09-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7426,2015-09-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.7954,2015-09-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.8137,2015-09-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.8149,2015-09-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.813,2015-09-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.8207,2015-09-24,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.8442,2015-09-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,28.962,2015-09-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.028,2015-09-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.2027,2016-04-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.2279,2016-04-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.2439,2016-04-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.2737,2016-04-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.332,2016-04-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3557,2016-04-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3383,2016-04-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3835,2016-04-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3812,2016-04-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3569,2016-04-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3738,2016-04-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3782,2016-04-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3774,2016-04-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3827,2016-04-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3887,2016-04-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4023,2016-04-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.4684,2016-08-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.4559,2016-08-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.4364,2016-08-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.4546,2016-08-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.4751,2016-08-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.4835,2016-08-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.5447,2016-08-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.5925,2016-08-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6264,2016-08-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6313,2016-08-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.654,2016-08-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6292,2016-08-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6498,2016-08-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.627,2016-08-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6332,2016-08-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6578,2016-08-24,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6812,2016-08-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.6972,2016-08-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.728,2016-08-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.7458,2016-08-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.7566,2016-08-31,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,33.1469,2016-12-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,33.1289,2016-12-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,33.1707,2016-12-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,33.171,2016-12-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.9566,2016-12-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.9099,2016-12-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.9094,2016-12-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.9324,2016-12-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.9585,2016-12-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8646,2016-12-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8498,2016-12-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8571,2016-12-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8771,2016-12-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8918,2016-12-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8628,2016-12-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8431,2016-12-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8167,2016-12-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.7939,2016-12-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.7917,2016-12-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8682,2016-12-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.9137,2016-12-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5488,2016-02-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5158,2016-02-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4997,2016-02-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5151,2016-02-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5248,2016-02-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5398,2016-02-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5327,2016-02-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5406,2016-02-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5505,2016-02-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5446,2016-02-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5343,2016-02-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5162,2016-02-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4977,2016-02-17,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5087,2016-02-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4992,2016-02-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4302,2016-02-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4122,2016-02-24,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.3597,2016-02-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.403,2016-02-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.6072,2016-02-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4176,2016-01-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4447,2016-01-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4568,2016-01-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.467,2016-01-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4847,2016-01-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4952,2016-01-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.507,2016-01-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4954,2016-01-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4836,2016-01-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4744,2016-01-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4439,2016-01-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4567,2016-01-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4722,2016-01-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.4918,2016-01-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5253,2016-01-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5118,2016-01-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5157,2016-01-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5327,2016-01-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5162,2016-01-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.5352,2016-01-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.8686,2016-07-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.8912,2016-07-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.9362,2016-07-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.9625,2016-07-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.9786,2016-07-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.0071,2016-07-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.0575,2016-07-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.1035,2016-07-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.1198,2016-07-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.1357,2016-07-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.1538,2016-07-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.1834,2016-07-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.2131,2016-07-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.2322,2016-07-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.2503,2016-07-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.2769,2016-07-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.3003,2016-07-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.3147,2016-07-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.3883,2016-07-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,31.4162,2016-07-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5625,2016-06-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5731,2016-06-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5802,2016-06-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.61,2016-06-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6126,2016-06-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6158,2016-06-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6265,2016-06-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6368,2016-06-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6401,2016-06-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6501,2016-06-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6578,2016-06-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6707,2016-06-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6794,2016-06-17,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.6947,2016-06-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.7079,2016-06-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.7309,2016-06-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.7408,2016-06-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.7515,2016-06-24,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.7938,2016-06-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.8081,2016-06-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.8277,2016-06-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.8384,2016-06-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.631,2016-03-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.6383,2016-03-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.6319,2016-03-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.6694,2016-03-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.705,2016-03-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.711,2016-03-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.7209,2016-03-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.718,2016-03-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.7748,2016-03-14,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.809,2016-03-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.8437,2016-03-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.9088,2016-03-17,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,29.9311,2016-03-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.0145,2016-03-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.017,2016-03-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.0153,2016-03-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.0552,2016-03-28,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.0453,2016-03-29,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.0559,2016-03-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.1192,2016-03-31,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4089,2016-05-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.3978,2016-05-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4108,2016-05-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4171,2016-05-05,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4231,2016-05-06,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4493,2016-05-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4568,2016-05-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.465,2016-05-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4739,2016-05-12,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4734,2016-05-13,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4884,2016-05-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.4945,2016-05-17,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.492,2016-05-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5026,2016-05-19,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5007,2016-05-20,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5287,2016-05-23,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5347,2016-05-24,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5401,2016-05-25,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5403,2016-05-26,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5448,2016-05-27,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5664,2016-05-30,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,30.5658,2016-05-31,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.4353,2016-11-01,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.4326,2016-11-02,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.436,2016-11-03,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.4218,2016-11-04,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.4378,2016-11-07,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.4481,2016-11-08,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.5561,2016-11-09,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.595,2016-11-10,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.5729,2016-11-11,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.7569,2016-11-15,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8824,2016-11-16,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8838,2016-11-17,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,32.8735,2016-11-18,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,33.0118,2016-11-21,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,33.0113,2016-11-22,1080
119081,HDFC Medium Term Debt Fund - Growth Option - Direct Plan,33.0641,2016-11-23,1080
